"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"TRAC.10",4.25084140234102e-16,-0.383674619809577,0.074,0.333,8.57777286578395e-12,"14","TRAC"
"RPL15.7",4.40446827773184e-16,0.381884333891269,0.814,0.63,8.88777653763509e-12,"14","RPL15"
"MT.RNR1.9",5.38175215359952e-16,0.251024055898602,0.965,0.867,1.08598376707485e-11,"14","MT.RNR1"
"HSP90B1.5",1.56954448098923e-15,0.33375965067048,0.446,0.232,3.16718380818817e-11,"14","HSP90B1"
"ZFP36L2.11",1.58683102737524e-15,0.490878402892063,0.84,0.705,3.2020663301405e-11,"14","ZFP36L2"
"RPS18.8",2.21981467547507e-15,0.414171573207575,0.913,0.79,4.47936403364115e-11,"14","RPS18"
"CEBPD.11",2.79699303686954e-15,-0.572979018284992,0.048,0.281,5.64405224909905e-11,"14","CEBPD"
"HNRNPK.6",3.99571388436154e-15,0.287732775197238,0.532,0.303,8.06295104725314e-11,"14","HNRNPK"
"ATP5G2.5",4.34368068946163e-15,0.276709961218384,0.532,0.31,8.76511326326462e-11,"14","ATP5G2"
"RPL9.6",8.52869553201351e-15,0.371766356228485,0.818,0.607,1.72100547140501e-10,"14","RPL9"
"RPS8.10",1.10859830064704e-14,0.359320844713313,0.896,0.772,2.23704051087566e-10,"14","RPS8"
"MTATP6P1.8",2.31330300801918e-14,0.269196870953506,0.667,0.425,4.66801413988189e-10,"14","MTATP6P1"
"RPLP2.6",3.93420448826594e-14,0.331190142183163,0.957,0.891,7.93883123687184e-10,"14","RPLP2"
"RP11.692N5.2.2",4.51769395190343e-14,0.259972404423464,0.39,0.2,9.11625462554593e-10,"14","RP11.692N5.2"
"RPS2.9",4.71424362641881e-14,0.314368734376279,0.896,0.771,9.51287221375051e-10,"14","RPS2"
"IL32.9",8.67806169867827e-14,-0.305638534362612,0.061,0.293,1.75114607017629e-09,"14","IL32"
"RPLP1.8",9.63052723323405e-14,0.370080571091707,0.97,0.891,1.9433440903943e-09,"14","RPLP1"
"IL7R.13",1.81539825623627e-13,-0.250717685635218,0.069,0.304,3.66329214125916e-09,"14","IL7R"
"ITM2B.9",2.50027513364004e-13,0.336119880456624,0.671,0.468,5.04530519217224e-09,"14","ITM2B"
"EEF1A1.9",2.89116751567589e-13,0.446418478289822,0.732,0.577,5.83408692988239e-09,"14","EEF1A1"
"TOMM7.3",3.54815496122794e-13,0.303973722608248,0.628,0.432,7.15982189626186e-09,"14","TOMM7"
"ETS1.8",4.0055978590047e-13,-0.256484203042405,0.121,0.355,8.08289591968558e-09,"14","ETS1"
"LSP1.9",5.97335247571408e-13,-0.327385592191996,0.056,0.268,1.20536279607434e-08,"14","LSP1"
"RPS3.5",7.84744843405526e-13,0.367062115983348,0.848,0.711,1.58353661950801e-08,"14","RPS3"
"PPDPF.5",8.2159993582e-13,0.261851727293623,0.528,0.32,1.65790651049118e-08,"14","PPDPF"
"RPL22.4",2.27101637857871e-12,0.265069050069785,0.515,0.313,4.58268395033398e-08,"14","RPL22"
"RPL7A.8",5.88283922352062e-12,0.33928006116374,0.714,0.527,1.18709812691423e-07,"14","RPL7A"
"RPL27.6",1.03095390315923e-11,0.29683184050352,0.758,0.593,2.080361881185e-07,"14","RPL27"
"RPL21.5",1.07310115217833e-11,0.34458916309125,0.606,0.438,2.16541081498065e-07,"14","RPL21"
"BTG1.8",1.14081377878735e-11,0.314724337954892,0.844,0.714,2.30204812421499e-07,"14","BTG1"
"RPS5.7",1.63868284512717e-11,0.283553163310384,0.749,0.559,3.30669811318211e-07,"14","RPS5"
"TRBC1.8",1.65557265565765e-11,-0.271283429470613,0.026,0.208,3.34078006185158e-07,"14","TRBC1"
"TPM4.5",3.47143063740344e-11,0.255364381891669,0.312,0.153,7.0049998832164e-07,"14","TPM4"
"HMGB2.2",3.68076002398156e-11,0.308764055595484,0.277,0.133,7.42740565239239e-07,"14","HMGB2"
"TRBC2.10",3.90440496582535e-11,-0.304517758871026,0.069,0.263,7.87869878053898e-07,"14","TRBC2"
"RPL26.7",6.67909235276591e-11,0.355100325954112,0.645,0.47,1.34777404586463e-06,"14","RPL26"
"RPL13A.7",1.12034351768801e-10,0.319427311078162,0.866,0.752,2.26074118434263e-06,"14","RPL13A"
"PSAP.11",2.53827834315831e-10,-0.572428304727486,0.593,0.354,5.12199186865915e-06,"14","PSAP"
"HSPA5.3",2.76240633643846e-10,0.368318390081231,0.377,0.216,5.57425974629918e-06,"14","HSPA5"
"CTSB.10",3.64290973213274e-10,-0.658806692204556,0.446,0.241,7.35102754847065e-06,"14","CTSB"
"ANXA2.9",1.03625976880494e-09,-0.656603403248346,0.113,0.296,2.09106858747148e-05,"14","ANXA2"
"IGFBP4.12",2.44024219036454e-09,-0.504731608754021,0.043,0.196,4.92416471593661e-05,"14","IGFBP4"
"CTD.3035D6.1.6",3.83790015650599e-09,0.29677174240107,0.485,0.319,7.74449872581345e-05,"14","CTD.3035D6.1"
"RPS28.7",6.48514850828833e-09,0.260614919861662,0.84,0.673,0.00013086381174875,"14","RPS28"
"RPL10.8",8.43991160277685e-09,0.331240659627707,0.861,0.744,0.000170308976232434,"14","RPL10"
"RPS12.6",9.95806371675942e-09,0.287181387244357,0.896,0.82,0.000200943767740488,"14","RPS12"
"HLA.B.11",1.2171825766824e-08,-0.283470067818099,0.823,0.9,0.000245615272148742,"14","HLA.B"
"RPL41.7",2.70019402346177e-08,0.256635442162556,0.58,0.407,0.000544872151994351,"14","RPL41"
"IFITM2.8",2.93226570708776e-08,0.29544418440703,0.541,0.37,0.000591701897033239,"14","IFITM2"
"RPL13AP5.7",1.2358725394746e-07,0.278890604206464,0.455,0.31,0.00249386719740579,"14","RPL13AP5"
"FLNA.11",2.61731274421141e-07,-0.428527873319492,0.229,0.393,0.00528147538654421,"14","FLNA"
"SERPING1.9",3.46799971401576e-07,-0.288731860608714,0.043,0.168,0.0069980766229124,"14","SERPING1"
"LRP1.11",4.57374177949376e-07,-0.438872981196548,0.043,0.164,0.00922935353684045,"14","LRP1"
"CSTB.12",5.14489899369834e-07,-0.598018009580778,0.411,0.25,0.0103818916793839,"14","CSTB"
"CD74.12",3.86543886326589e-06,-1.13035288933792,0.359,0.466,0.0780006908218424,"14","CD74"
"MARCKS.8",4.06290834873366e-06,-0.280576343351413,0.043,0.152,0.0819854275690965,"14","MARCKS"
"A2M.10",5.50031459994387e-06,-0.257322403842495,0.052,0.164,0.110990848312267,"14","A2M"
"HLA.DQB1.10",1.65042987943011e-05,-0.409000394457461,0.052,0.153,0.333040245370202,"14","HLA.DQB1"
"HLA.DPA1.13",1.91511068132966e-05,-0.457716474664347,0.087,0.195,0.386450184385513,"14","HLA.DPA1"
"HLA.DQA1.11",2.66812052686833e-05,-0.323804724055748,0.022,0.107,0.53840004111676,"14","HLA.DQA1"
"MAFB.10",3.13107043621949e-05,-0.398176139487774,0.043,0.135,0.631818703324732,"14","MAFB"
"TIMP2.9",3.92200767585335e-05,-0.337606478391614,0.078,0.176,0.791421928910448,"14","TIMP2"
"HLA.DRA.13",5.64375800671196e-05,-0.937618347806378,0.16,0.264,1,"14","HLA.DRA"
"HLA.DPB1.12",6.27830461242103e-05,-0.451236512675135,0.117,0.22,1,"14","HLA.DPB1"
"HLA.DRB1.11",6.29510807236028e-05,-0.479598373160828,0.061,0.154,1,"14","HLA.DRB1"
"CD52.12",9.84908669470403e-05,-0.268030090762165,0.281,0.414,1,"14","CD52"
"CST3.9",0.000107139076875556,-0.339384899790907,0.476,0.306,1,"14","CST3"
"ITGB2.11",0.000110064181188404,-0.628725746991756,0.173,0.275,1,"14","ITGB2"
"TGFBI.9",0.000203889016492737,-0.352016703302701,0.03,0.104,1,"14","TGFBI"
"IFI27.9",0.000330740224815206,-0.324863261751522,0.039,0.113,1,"14","IFI27"
"APOE.12",0.000343453942832166,-1.55970776001461,0.095,0.182,1,"14","APOE"
"TMSB4X.12",0.000413989379369013,-0.449781632408658,0.931,0.912,1,"14","TMSB4X"
"RGCC.10",0.000418439404745958,-0.29377661927995,0.078,0.164,1,"14","RGCC"
"IGKC.2",0.000592244324843511,-0.35217296506488,0.108,0.054,1,"14","IGKC"
"DUSP2.10",0.000749232738474048,0.274768333754652,0.264,0.191,1,"14","DUSP2"
"MGLL.7",0.000819834116788645,-0.271196569702499,0.043,0.112,1,"14","MGLL"
"GRN.10",0.00104108764061249,-0.55404043511528,0.325,0.217,1,"14","GRN"
"FN1.12",0.00130163476527252,-1.14219148692052,0.095,0.17,1,"14","FN1"
"PLD3.10",0.00319776837417104,-0.467448065147048,0.247,0.166,1,"14","PLD3"
"CTSA.9",0.00453331833998675,-0.257703156786032,0.091,0.156,1,"14","CTSA"
"CFD.11",0.00933883809127175,-0.250192052220908,0.056,0.107,1,"14","CFD"
"RHOB.8",0.00999004147838132,-0.263892274208643,0.126,0.187,1,"14","RHOB"
"RPS29.11",2.85199246693276e-63,-1.2724606683522,0.277,0.858,5.75503559902361e-59,"15","RPS29"
"TMSB4X.13",3.01583002656141e-61,-1.70334554048571,0.509,0.918,6.08564341059827e-57,"15","TMSB4X"
"MT.CO1.11",1.42097916893596e-59,-1.39791742561896,0.318,0.885,2.86739386499588e-55,"15","MT.CO1"
"RPLP2.7",5.7117641452393e-59,-1.17280368422508,0.474,0.897,1.15257688686784e-54,"15","RPLP2"
"MT.CO2.12",1.49781796371477e-57,-1.33622733119245,0.578,0.95,3.02244686898004e-53,"15","MT.CO2"
"RPS27.11",3.77382739742257e-57,-1.23424948863144,0.191,0.796,7.61520630525901e-53,"15","RPS27"
"ACTB.12",1.05466755929502e-56,-1.82830668137297,0.162,0.792,2.12821366790142e-52,"15","ACTB"
"MT.ATP6.11",3.59286352642731e-56,-1.27782799425535,0.705,0.959,7.25003930997767e-52,"15","MT.ATP6"
"RPL27A.7",4.85028601714444e-55,-1.11823304204731,0.329,0.846,9.78739215399576e-51,"15","RPL27A"
"B2M.12",3.46665890798869e-54,-1.38734600036065,0.751,0.969,6.99537101043038e-50,"15","B2M"
"RPLP1.9",1.21690445634335e-52,-1.18428345317515,0.538,0.897,2.45559150245524e-48,"15","RPLP1"
"RPL13.8",1.23149107695706e-51,-1.08458538045932,0.393,0.85,2.48502584419166e-47,"15","RPL13"
"HLA.B.12",1.45329652606038e-50,-1.36976951241207,0.52,0.904,2.93260705993724e-46,"15","HLA.B"
"RPL30.8",6.22115159815011e-49,-1.02595974562978,0.318,0.808,1.25536618099071e-44,"15","RPL30"
"RPL13A.8",8.29900473696252e-48,-1.05749420095126,0.231,0.76,1.67465616587167e-43,"15","RPL13A"
"MALAT1.8",8.07547381584258e-47,-1.21767434306534,0.699,0.939,1.62954986129887e-42,"15","MALAT1"
"RPL28.8",8.32058380235192e-47,-1.01344940841005,0.312,0.79,1.67901060547659e-42,"15","RPL28"
"MT.CO3.11",3.38076298514228e-46,-1.18826319557159,0.971,0.977,6.82204162771861e-42,"15","MT.CO3"
"TPT1.11",7.93538164970126e-46,-1.15754642833021,0.584,0.91,1.60128066309322e-41,"15","TPT1"
"RPS12.7",2.01523950370816e-45,-0.998160198644209,0.364,0.827,4.06655179453269e-41,"15","RPS12"
"MT.ND4.10",3.34995483610624e-45,-1.15319980705377,0.879,0.975,6.75987386377879e-41,"15","MT.ND4"
"RPS27A.7",2.35480558154665e-44,-0.915308323502712,0.272,0.773,4.75176218300298e-40,"15","RPS27A"
"RPL19.8",5.81223926765814e-44,-0.979576071484528,0.283,0.772,1.17285176182074e-39,"15","RPL19"
"RPS18.9",1.28789709514044e-43,-1.02277445358693,0.318,0.798,2.59884754828389e-39,"15","RPS18"
"BTG1.9",1.47091508697038e-43,-1.01395791892582,0.22,0.722,2.96815955399753e-39,"15","BTG1"
"MT.ND2.11",1.48530089258895e-43,-1.10065999994246,0.543,0.92,2.99718867115525e-39,"15","MT.ND2"
"RPS14.9",2.67127816329054e-43,-0.959706028572642,0.358,0.811,5.39037220570398e-39,"15","RPS14"
"RPL10.9",6.49896781992023e-43,-1.07144740473872,0.266,0.752,1.3114267163817e-38,"15","RPL10"
"RPS11.9",4.73700667350115e-42,-0.980075273983382,0.225,0.737,9.55880576645798e-38,"15","RPS11"
"RPS16.6",1.8414073987754e-41,-0.907628028685959,0.231,0.731,3.71577598998888e-37,"15","RPS16"
"HLA.A.9",5.29422227866068e-41,-1.21153649711614,0.445,0.852,1.06832111361094e-36,"15","HLA.A"
"RPL31.8",2.87642833036162e-40,-0.886091343595093,0.243,0.724,5.80434472783672e-36,"15","RPL31"
"RPS25.7",6.61635222903441e-40,-0.851812330282441,0.162,0.686,1.33511371629685e-35,"15","RPS25"
"RPS2.10",6.7723262323353e-40,-0.962224355582976,0.324,0.779,1.36658771042294e-35,"15","RPS2"
"RPL37.10",1.29786475422526e-39,-0.964515547706357,0.491,0.839,2.61896128755115e-35,"15","RPL37"
"MT.ND3.12",2.20002322787073e-39,-1.11158680025232,0.827,0.943,4.43942687152035e-35,"15","MT.ND3"
"RPL11.9",2.89178205760278e-39,-0.893149519239911,0.254,0.739,5.83532701403666e-35,"15","RPL11"
"ZFP36L2.12",1.72844220871071e-38,-1.012001485693,0.237,0.713,3.48782353295735e-34,"15","ZFP36L2"
"RPS19.8",5.74173016231002e-38,-0.897686165784382,0.289,0.751,1.15862372945254e-33,"15","RPS19"
"HLA.C.12",6.62168825521877e-38,-1.18650815015187,0.202,0.7,1.33619047302059e-33,"15","HLA.C"
"RPL18.9",9.40358572540022e-38,-0.8672931954874,0.266,0.726,1.89754956352851e-33,"15","RPL18"
"RPS28.8",3.48308382737651e-37,-0.890745966537351,0.185,0.682,7.02851485526307e-33,"15","RPS28"
"RPS3.6",3.7734735328297e-37,-0.819304576691951,0.266,0.719,7.61449224189706e-33,"15","RPS3"
"RPS8.11",6.84658341723888e-37,-0.957939432211767,0.382,0.779,1.38157206776463e-32,"15","RPS8"
"RPL37A.9",9.32966258620837e-37,-0.932173495831398,0.341,0.761,1.88263261327099e-32,"15","RPL37A"
"RPS20.6",1.05416471387373e-36,-0.795847513691682,0.254,0.719,2.1271989761258e-32,"15","RPS20"
"RPL3.9",1.19710539677937e-36,-0.884662096581017,0.237,0.721,2.4156389801611e-32,"15","RPL3"
"RPL34.10",2.59512485878902e-36,-0.873181812628128,0.41,0.781,5.23670245255036e-32,"15","RPL34"
"RPL32.8",4.00955692260829e-36,-0.856693271321502,0.306,0.733,8.09088491413126e-32,"15","RPL32"
"CXCR4.10",3.97242596364061e-35,-0.926102457859605,0.064,0.566,8.01595835203038e-31,"15","CXCR4"
"MT.ND1.10",7.06794616263509e-35,-0.965437354736945,0.295,0.741,1.42624085615813e-30,"15","MT.ND1"
"RPS21.6",9.06369700524893e-35,-0.745782979021199,0.162,0.636,1.82896341868918e-30,"15","RPS21"
"RPS15A.7",5.66869689440154e-34,-0.743296233678445,0.104,0.604,1.14388634632129e-29,"15","RPS15A"
"TSC22D3.11",6.3414703553811e-34,-0.860621817043136,0.156,0.624,1.27964530301235e-29,"15","TSC22D3"
"RPS4X.10",1.77068613762116e-33,-0.836484106446718,0.312,0.729,3.57306755710573e-29,"15","RPS4X"
"MT.RNR2.12",2.28549497475315e-33,-1.17559779968682,0.977,0.991,4.61190030955438e-29,"15","MT.RNR2"
"PFN1.12",4.83444529587102e-33,-0.969551528682786,0.087,0.57,9.75542716253812e-29,"15","PFN1"
"MT.CYB.11",4.90626061852668e-33,-0.983364997262807,0.936,0.958,9.90034330212498e-29,"15","MT.CYB"
"RPS24.9",1.37812284176959e-32,-0.821155993197188,0.22,0.662,2.78091408240685e-28,"15","RPS24"
"RPS23.8",1.40662680231206e-32,-0.794152750777561,0.231,0.666,2.8384322243855e-28,"15","RPS23"
"FAU.7",1.42360719205692e-32,-0.751357894847737,0.266,0.702,2.87269695285165e-28,"15","FAU"
"ACTG1.9",1.57042663871275e-32,-1.12644133968516,0.225,0.666,3.16896391425846e-28,"15","ACTG1"
"RPL35A.9",2.66237974825619e-31,-0.7051039428427,0.208,0.647,5.37241609400616e-27,"15","RPL35A"
"RPL14.7",5.98705183300882e-31,-0.695325779132672,0.121,0.572,1.20812718938285e-26,"15","RPL14"
"RPL15.8",8.37827899906334e-31,-0.788003503430207,0.214,0.638,1.69065291922099e-26,"15","RPL15"
"RPL35.8",1.13790138525379e-30,-0.72085220700844,0.208,0.643,2.29617120530361e-26,"15","RPL35"
"MT.ND5.8",1.97781610450825e-30,-0.769085488444304,0.277,0.698,3.9910351172872e-26,"15","MT.ND5"
"TXNIP.8",2.14146206254983e-30,-0.84803402231429,0.474,0.8,4.3212562960193e-26,"15","TXNIP"
"RPL38.7",2.64720734915164e-30,-0.700072125746323,0.197,0.638,5.34179970985309e-26,"15","RPL38"
"UBA52.8",3.09738315737869e-30,-0.730780573525523,0.133,0.581,6.25020947327446e-26,"15","UBA52"
"RPL9.7",1.48615308002746e-29,-0.764219910054009,0.179,0.615,2.99890830018742e-25,"15","RPL9"
"FTL.13",1.59697010653646e-29,-2.69873934589161,0.168,0.594,3.22252597797992e-25,"15","FTL"
"RPL23A.8",4.10536314351496e-29,-0.760690444194081,0.116,0.556,8.28421228729884e-25,"15","RPL23A"
"RPS17.9",5.88238732956296e-29,-0.747814577734707,0.249,0.649,1.18700693923251e-24,"15","RPS17"
"DUSP1.11",8.87462294167729e-29,-1.02241581115221,0.214,0.624,1.79081016340106e-24,"15","DUSP1"
"LAPTM5.11",9.80778976429004e-29,-0.963878706688186,0.017,0.459,1.97911389653609e-24,"15","LAPTM5"
"RPS13.8",1.26442640637257e-28,-0.68160067673933,0.168,0.596,2.55148604541921e-24,"15","RPS13"
"CFL1.11",1.80968455349186e-28,-0.911300545242648,0.145,0.578,3.65176246049123e-24,"15","CFL1"
"EIF1.11",2.16447561938527e-28,-0.704951295188739,0.197,0.622,4.36769535235754e-24,"15","EIF1"
"RPL23.9",2.7992054769027e-28,-0.756095173520351,0.26,0.645,5.64851673184195e-24,"15","RPL23"
"RPL12.10",3.23540588416096e-28,-0.704964100184431,0.162,0.591,6.5287255336484e-24,"15","RPL12"
"RPS9.9",4.27744649024628e-28,-0.77329105049343,0.249,0.65,8.63145927266797e-24,"15","RPS9"
"RPS5.8",2.8381154361116e-27,-0.65624988634352,0.156,0.567,5.72703313852961e-23,"15","RPS5"
"RPL36.6",5.0184973261008e-27,-0.631494585745535,0.156,0.569,1.01268257543388e-22,"15","RPL36"
"RPL5.8",1.49488280300899e-26,-0.641984673399368,0.15,0.56,3.01652400819184e-22,"15","RPL5"
"RPS7.7",2.73873085212743e-26,-0.668914438960033,0.231,0.624,5.52648498650794e-22,"15","RPS7"
"FTH1.12",3.40683503499848e-26,-1.89759511975718,0.179,0.575,6.87465241712344e-22,"15","FTH1"
"RPS15.7",3.52802744937419e-26,-0.658650663340584,0.121,0.53,7.11920659009217e-22,"15","RPS15"
"RPL4.8",7.84758069182761e-26,-0.665199142332308,0.185,0.575,1.58356330780389e-21,"15","RPL4"
"GNB2L1.9",1.2850944084439e-25,-0.667844115412499,0.208,0.604,2.59319200679894e-21,"15","GNB2L1"
"RPS10.8",1.566719591338e-25,-0.628390409777464,0.081,0.494,3.16148346336095e-21,"15","RPS10"
"SH3BGRL3.11",4.2817949352447e-25,-0.880137191267235,0.087,0.486,8.64023399983029e-21,"15","SH3BGRL3"
"RPS6.9",4.6122452478519e-25,-0.724921674082288,0.434,0.733,9.30704968564035e-21,"15","RPS6"
"RPL27.7",7.80614547852008e-25,-0.633993868491975,0.231,0.601,1.57520209611057e-20,"15","RPL27"
"RPL24.9",9.21223316782542e-25,-0.581822863720286,0.145,0.552,1.85893653093549e-20,"15","RPL24"
"RPL8.10",1.01432558184698e-24,-0.70855249226157,0.214,0.608,2.04680759160902e-20,"15","RPL8"
"UBC.9",3.26030419983116e-24,-0.743773335824906,0.145,0.538,6.5789678448393e-20,"15","UBC"
"MT.RNR1.10",6.36272982625198e-24,-1.00929918618572,0.798,0.869,1.28393525163939e-19,"15","MT.RNR1"
"JUND.8",1.20686554534342e-23,-0.63965231433233,0.116,0.505,2.43533398394848e-19,"15","JUND"
"RPL10A.6",1.36280060238164e-23,-0.59429155446578,0.162,0.536,2.7499953355459e-19,"15","RPL10A"
"RPL7A.9",1.72688195247864e-23,-0.656081594366697,0.145,0.534,3.48467509190664e-19,"15","RPL7A"
"ARHGDIB.11",3.25780844942285e-23,-0.657096562855585,0.087,0.471,6.57393167009037e-19,"15","ARHGDIB"
"TMSB10.11",7.70331282866704e-23,-1.00320092062122,0.347,0.688,1.55445149569672e-18,"15","TMSB10"
"PABPC1.10",1.42738270011698e-22,-0.605250623370537,0.116,0.491,2.88031555056606e-18,"15","PABPC1"
"S100A4.10",2.51745411536435e-22,-0.723267620157017,0.035,0.408,5.07997065939373e-18,"15","S100A4"
"EEF1A1.10",2.72509431539264e-22,-0.786767135172669,0.22,0.584,5.49896781903081e-18,"15","EEF1A1"
"RPLP0.9",3.28247033093932e-22,-0.652701846149894,0.179,0.55,6.62369688080246e-18,"15","RPLP0"
"SRGN.10",3.46156716286059e-22,-0.855595536839557,0.11,0.484,6.98509637793639e-18,"15","SRGN"
"RPL41.8",4.0218759924587e-22,-0.573915191291654,0.04,0.414,8.11574356518242e-18,"15","RPL41"
"RPS3A.7",4.58835423306987e-22,-0.631944402142722,0.127,0.498,9.25884000691168e-18,"15","RPS3A"
"CD52.13",5.06986466283794e-22,-0.78655011639996,0.046,0.416,1.02304799031407e-17,"15","CD52"
"CCL5.12",5.61701101732436e-22,-0.755450625889347,0.017,0.388,1.13345665318588e-17,"15","CCL5"
"H3F3B.9",8.6757818407275e-22,-0.671022512701945,0.168,0.525,1.7506860176404e-17,"15","H3F3B"
"OAZ1.7",9.3236658892146e-22,-0.763785778042005,0.075,0.44,1.88142253978461e-17,"15","OAZ1"
"EEF2.11",1.49312431616566e-21,-0.60981141996582,0.173,0.529,3.01297555759068e-17,"15","EEF2"
"JUNB.9",2.23587678774552e-21,-0.92771664236914,0.214,0.547,4.51177576999169e-17,"15","JUNB"
"PTMA.11",2.59138818201848e-21,-0.648678811389766,0.156,0.523,5.22916221249509e-17,"15","PTMA"
"KLF6.11",1.11093601473728e-20,-0.721858526544578,0.156,0.509,2.24175778413836e-16,"15","KLF6"
"RPL21.6",1.28474124179125e-19,-0.523595209718045,0.098,0.445,2.59247935181057e-15,"15","RPL21"
"SERF2.10",2.81701800482495e-19,-0.711738661980153,0.139,0.48,5.68446063193626e-15,"15","SERF2"
"RPL7.8",1.01126574976612e-18,-0.532418582489637,0.133,0.47,2.04063315645304e-14,"15","RPL7"
"TOMM7.4",1.10283398346279e-18,-0.432835689217618,0.104,0.439,2.22540869522956e-14,"15","TOMM7"
"RPSA.8",1.13642886928388e-18,-0.491773971858744,0.052,0.383,2.29319981532793e-14,"15","RPSA"
"LCP1.11",1.77727641536278e-18,-0.569996212577768,0.023,0.345,3.58636607856056e-14,"15","LCP1"
"GAPDH.11",2.3914412087009e-18,-0.837573941616321,0.168,0.498,4.82568921503755e-14,"15","GAPDH"
"HLA.E.12",2.40300532856485e-18,-0.626261176265363,0.382,0.713,4.84902445251102e-14,"15","HLA.E"
"RP11.425L10.1.4",3.72468648117489e-18,-0.443158522007216,0.098,0.427,7.5160448503628e-14,"15","RP11.425L10.1"
"TMBIM6.10",5.33429855472729e-18,-0.582487013593225,0.087,0.415,1.07640810535842e-13,"15","TMBIM6"
"MCL1.9",8.47110054509619e-18,-0.554465389747126,0.081,0.403,1.70938337899496e-13,"15","MCL1"
"RPL26.8",8.65170250502457e-18,-0.547679059436609,0.156,0.477,1.74582704848891e-13,"15","RPL26"
"MT.ATP8.8",1.08008251433961e-17,-0.498730968580593,0.145,0.463,2.17949850568591e-13,"15","MT.ATP8"
"PTPRC.10",1.43755709386125e-17,-0.404309133124043,0.012,0.319,2.90084645970262e-13,"15","PTPRC"
"RPS26.4",1.86623908892302e-17,-0.507793510590143,0.116,0.439,3.76588385753776e-13,"15","RPS26"
"PSAP.12",3.05771635675692e-17,-1.40208873106306,0.052,0.362,6.1701658362998e-13,"15","PSAP"
"RPL29.6",3.83165650958475e-17,-0.429281087578288,0.052,0.361,7.73189967069107e-13,"15","RPL29"
"CTSD.11",9.34963968050791e-17,-1.40977297683737,0.023,0.322,1.88666379112969e-12,"15","CTSD"
"UBB.9",1.15703889921235e-16,-0.540567687473526,0.133,0.443,2.33478879472059e-12,"15","UBB"
"MTATP6P1.9",1.30959375907476e-16,-0.52489549728967,0.121,0.432,2.64262924643696e-12,"15","MTATP6P1"
"CD44.11",1.52280316806069e-16,-0.512588108690643,0.017,0.312,3.07286451282967e-12,"15","CD44"
"ATP5E.9",1.99348147240083e-16,-0.500681140967547,0.064,0.364,4.02264626315763e-12,"15","ATP5E"
"RPL6.6",2.03843176528808e-16,-0.435327990817655,0.069,0.375,4.11335145917482e-12,"15","RPL6"
"CD37.12",2.2950490600604e-16,-0.444708707398379,0.006,0.295,4.63117949829587e-12,"15","CD37"
"RAC2.10",3.74405429401478e-16,-0.438246418866802,0.017,0.306,7.55512715989243e-12,"15","RAC2"
"HSPA8.9",5.5430353760376e-16,-0.501855846025316,0.069,0.365,1.11852910853063e-11,"15","HSPA8"
"TRAC.11",6.65701867871422e-16,-0.463726328557311,0.04,0.332,1.34331979917774e-11,"15","TRAC"
"S100A11.12",1.0874834416976e-15,-0.87761542981682,0.058,0.347,2.19443283700159e-11,"15","S100A11"
"RGS1.12",1.18476701033405e-15,-0.772077562787228,0.006,0.286,2.39074135015308e-11,"15","RGS1"
"COX7C.5",1.18532540111348e-15,-0.423052562655739,0.092,0.388,2.39186812690688e-11,"15","COX7C"
